"","x","y","z","a"
"63",-0.464366300210734,7,"B","e"
"64",-0.993363539774777,8,"D","c"
"65",-1.23554166052514,3,"B","c"
"66",0.767652791070424,3,"B","g"
"67",0.0127482818609099,2,"D","h"
"68",0.405873879061919,3,"A","b"
"69",0.876127998838646,10,"A","d"
"70",0.861433065437149,2,"D","b"
"71",0.0333229643400644,5,"B","c"
"72",0.157979191927367,2,"A","j"
"73",0.579918285030075,7,"D","c"
"74",1.43460213545226,3,"D","l"
"75",1.83990975484287,5,"C","g"
"76",1.30274875086549,7,"D","e"
"77",-0.83216129637817,6,"B","b"
"78",0.8367422562081,8,"C","i"
"79",0.741391078187519,3,"B","b"
"80",0.881955389379942,5,"C","c"
"81",1.01947097215041,2,"B","g"
"82",0.421253291614717,5,"D","f"
"83",0.0617980669463601,2,"B","a"
"84",0.875084149098894,6,"D","d"
"85",-0.194189163904502,3,"D","c"
"86",0.787996332225575,6,"B","e"
"87",0.617719757083273,3,"B","d"
"88",0.567554553338264,5,"B","f"
"89",-0.00361171429916606,5,"A","j"
"90",2.02405981859778,2,"B","l"
"91",-0.535673545684313,1,"B","j"
"92",1.43232079670867,7,"B","i"
"93",0.642492655511716,5,"B","c"
"94",-1.40331517431331,4,"B","g"
"95",-0.639776740148041,9,"A","i"
"96",0.565570468391464,4,"C","j"
"97",0.528209524543769,3,"A","k"
"98",-0.157536731747968,4,"B","j"
"99",1.30589063657309,6,"B","i"
"100",-0.292452718020525,1,"A","d"
"101",1.14532408808946,5,"D","i"
"102",-0.145768372901287,3,"C","f"
"103",1.1091992880385,6,"D","k"
"104",-2.13754307679467,11,"B","c"
"105",-0.124476670493566,5,"C","k"
"106",-0.261081741259076,5,"B","g"
"107",0.0428188597407054,9,"A","e"
"108",-0.416688109219809,1,"A","e"
"109",0.591764168320847,2,"B","b"
"110",-0.55318315145393,5,"B","a"
"111",0.392085184448301,6,"B","i"
"112",0.626173415060401,5,"A","f"
"113",-0.699256574706796,8,"D","a"
"114",-0.649467110536253,6,"C","d"
"115",1.30998358800161,4,"C","b"
"116",1.84217708521442,4,"B","f"
"117",-0.287808224675833,3,"A","j"
"118",-0.267693205702989,6,"B","f"
"119",-1.62656516637211,7,"C","g"
"120",0.0706570879804224,6,"C","f"
"121",-1.12207948609742,4,"C","d"
"122",0.598165446616783,10,"B","b"
"123",-0.114419139711621,5,"B","k"
"124",0.54908662150973,7,"B","c"
"125",-0.582665820089742,3,"B","l"
"126",-1.66714401361681,2,"C","c"
"127",0.606737950622061,6,"A","b"
"128",-0.416361560019012,7,"C","f"
"129",0.456677772129481,4,"C","c"
"130",-0.188162284257804,6,"D","e"
"131",-0.892616563662937,6,"A","f"
"132",-0.54528407036246,4,"B","c"
"133",-0.513372141002906,3,"C","b"
"134",0.109397310903808,7,"A","b"
"135",0.0172757129519554,3,"C","l"
"136",0.547925678071832,3,"B","i"
"137",-0.265320929132641,7,"B","h"
"138",1.49048326485891,6,"D","e"
"139",-0.226601048381344,11,"B","j"
"140",-0.362876678999287,5,"B","b"
"141",0.980697754054704,7,"C","d"
"142",-0.209416480838926,7,"D","j"
"143",-1.63788965199892,9,"C","k"
"144",-0.938018095629903,2,"D","h"
"145",-0.587167261952274,5,"D","j"
"146",-0.0602912494813001,2,"A","c"
"147",-0.396112946373198,10,"C","l"
"148",0.594710181731098,11,"B","k"
"149",-1.65196861574663,4,"B","f"
"150",0.150581317127028,6,"A","d"
"151",0.383495120214493,10,"B","c"
"152",-0.422299817737705,6,"C","f"
"153",-1.01988243517395,1,"A","h"
"154",-0.55713413360737,4,"B","f"
"155",0.142249281354649,5,"B","j"
"156",0.94768538632628,5,"A","k"
"157",0.931671202353992,6,"B","i"
"158",0.890558333993653,1,"B","a"
"159",-0.183543791907632,6,"B","c"
"160",0.885271117960429,7,"B","k"
"161",1.82842185889932,7,"B","h"
"162",-0.960867391865016,3,"B","d"
"163",1.59092906463292,2,"D","a"
"164",0.291248950245083,4,"C","h"
"165",-0.46771606219391,2,"D","l"
"166",1.41821916633385,3,"B","k"
"167",0.3301332174298,5,"C","d"
"168",-0.282231373799582,5,"C","h"
"169",-0.672028276344739,4,"B","f"
"170",-0.456611652323775,3,"C","d"
"171",-0.15486568427281,3,"B","b"
"172",-0.888097250798245,4,"D","k"
"173",-0.0693024632817485,9,"A","b"
"174",-0.268003825027594,5,"B","f"
"175",0.488224582726006,6,"B","g"
"176",-0.365251562651705,6,"C","j"
"177",-1.62412583058829,6,"A","b"
"178",-0.404845177057754,6,"D","j"
"179",-0.162125320833465,5,"B","g"
"180",-1.188544417014,3,"D","f"
"181",1.45361682609439,6,"D","i"
"182",0.141521000443595,3,"B","b"
"183",0.682191314759435,5,"A","a"
"184",-0.198306810838918,7,"C","j"
"185",-1.16479159586094,4,"C","b"
"186",-0.847015633046382,4,"D","l"
"187",-1.65378663953341,5,"B","b"
"188",-0.259962095562188,8,"C","i"
"189",-0.980803656472372,7,"B","a"
"190",-0.181299488209203,4,"C","b"
"191",0.508376999720219,2,"B","h"
"192",1.08720343891837,8,"A","d"
"193",-0.401695387722299,4,"C","f"
"194",-0.369632350853798,8,"B","h"
"195",1.12760437487784,6,"D","b"
"196",-0.0564348479048443,7,"C","i"
"197",0.024314159438478,1,"D","a"
"198",-0.9272136742575,6,"C","a"
"199",-1.20343693660382,4,"B","b"
"200",-0.00847168504906797,9,"B","e"
"201",0.388522253902589,12,"B","b"
"202",1.34913110800191,5,"D","c"
"203",-1.6759239218457,4,"D","f"
"204",-1.28984598115074,2,"D","d"
"205",-0.271232319849493,4,"B","g"
"206",0.945248383535979,4,"D","h"
"207",1.65769836776841,4,"C","d"
"208",-1.08393615902658,1,"C","h"
"209",-0.122124925999936,5,"C","f"
"210",0.798574944148263,6,"C","h"
"211",0.85595829069531,4,"A","j"
"212",0.824924743872344,5,"B","c"
"213",1.43029662015758,7,"B","c"
"214",0.831032293437094,5,"C","d"
"215",1.44115245357973,4,"B","b"
"216",-0.895357302523506,6,"B","h"
"217",-0.36673657945168,2,"B","f"
"218",-2.18486091497736,3,"B","c"
"219",-0.336709885864546,5,"D","j"
"220",-1.12719373653444,6,"A","h"
"221",-1.97930459760299,3,"C","c"
"222",-0.126249177341651,4,"A","j"
"223",-0.836250516696091,3,"D","e"
"224",0.146283910158549,3,"A","c"
"225",-1.22502885481492,4,"D","f"
"226",-1.03662685485853,1,"C","e"
"227",-0.841060989429922,5,"B","g"
"228",-0.210949400541737,6,"C","f"
"229",-1.49019156139026,4,"B","g"
"230",0.505445438642372,5,"D","i"
"231",1.36185145267492,1,"B","c"
"232",-0.24232694544252,9,"A","h"
"233",-1.62891109973948,6,"B","l"
"234",-0.0615160251889648,3,"C","e"
"235",0.842189864270293,5,"C","j"
"236",-0.755342719396234,7,"C","e"
"237",0.137048392272331,5,"C","l"
"238",-1.15304936220509,6,"B","e"
"239",-0.278639472824192,2,"C","d"
"240",-1.46313051802896,3,"C","j"
"241",-0.0948542419370658,6,"B","e"
"242",-1.01763003637791,5,"B","j"
"243",-0.585627406151758,5,"C","l"
"244",1.11146728040316,7,"A","i"
"245",1.89934266809206,6,"B","h"
"246",-0.628512795739465,6,"B","k"
"247",-1.94272589122815,7,"C","c"
"248",-0.543892252210222,4,"D","f"
"249",-0.825224105562442,3,"D","i"
"250",-0.659462680499002,5,"B","i"
"251",-0.0804971555860612,9,"C","i"
"252",-0.805782292951224,6,"B","f"
"253",0.520260244927452,4,"D","e"
"254",-0.0625734784194796,7,"C","i"
"255",-0.961551298838529,4,"B","g"
"256",1.82357804742933,2,"C","j"
"257",3.05620860144479,7,"C","k"
"258",-1.16266226104391,6,"A","l"
"259",-0.57902466239681,2,"A","d"
"260",0.745157641158338,3,"B","i"
"261",1.43915880143553,4,"D","b"
"262",-0.672898013263646,9,"B","h"
"263",-0.516959111920772,11,"D","e"
"264",0.823048396892268,2,"B","c"
"265",1.16121898132936,5,"C","c"
"266",-0.595721650368412,3,"B","i"
"267",0.835076892842011,5,"B","b"
"268",0.435603550020828,9,"D","f"
"269",0.400122622216994,5,"C","f"
"270",0.492111773348074,6,"C","b"
"271",-0.253478928780425,5,"D","k"
"272",-0.109987227678759,4,"B","l"
"273",0.79199002058736,7,"C","i"
"274",-1.01624657439527,6,"C","a"
"275",0.0786440524412645,7,"B","i"
"276",-0.284208368740021,2,"A","h"
"277",0.957605466062948,7,"B","k"
"278",-0.807715193497912,2,"C","a"
"279",-0.985615974131471,2,"A","d"
"280",-1.1193682538357,3,"D","i"
"281",-0.0674100943928138,3,"C","k"
"282",0.853704297526327,4,"B","e"
"283",-1.19752843104786,2,"B","c"
"284",0.545538862217826,4,"D","f"
"285",-0.0256547599552926,8,"C","d"
"286",0.743567301031279,2,"A","b"
"287",0.948821550994634,5,"C","g"
"288",0.0918196182181432,10,"D","g"
"289",-0.63892973105559,6,"C","e"
"290",1.21866073875847,3,"C","f"
"291",-0.0492586248335469,5,"C","k"
"292",-0.0179133791627537,4,"C","k"
"293",1.14488311790038,7,"B","j"
"294",0.267247415901849,7,"D","k"
"295",0.361607905164742,10,"C","d"
"296",0.112384210315138,3,"B","f"
"297",-0.0450847827291885,1,"C","b"
"298",1.20084313591188,3,"B","e"
"299",1.19559755727029,6,"C","c"
"300",-0.101451574926113,3,"D","f"
"301",-1.15923959866196,9,"D","f"
"302",0.796198714257699,6,"A","b"
"303",0.197616778001047,3,"B","e"
"304",0.231250743454405,4,"C","e"
"305",2.64449210500609,6,"C","d"
"306",-0.187426563743158,5,"C","i"
"307",1.32693295090574,5,"C","i"
